HL7 Message Context,Concept Code,Concept Name,Preferred Concept Name,Code System,ARLN Data Element Identifer,ARLN Data element Name,ARLN Value Set Identifier,ARLN Value Set Name
SPM-4.1,699868006,Suture material submitted as specimen (specimen),Suture material submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,699287008,Urine specimen obtained via suprapubic indwelling urinary catheter (specimen),Urine specimen obtained via suprapubic indwelling urinary catheter,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,699286004,Urine specimen obtained from kidney by aspiration (specimen),Urine specimen obtained from kidney via aspiration,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,699285000,Urine specimen obtained from bladder by cystoscopy (specimen),Urine specimen obtained from bladder via cystoscopy,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,699284001,Early morning mid-stream urine specimen obtained by clean catch procedure (specimen),Early morning mid-stream urine specimen obtained by clean catch procedure,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,699283007,Mid-stream urine specimen obtained by single catheterization of bladder (specimen),Mid-stream urine specimen obtained by single catheterization of bladder,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,698276005,First stream urine sample (specimen),First stream urine sample,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,697989009,Anterior nares swab (specimen),Anterior nares swab,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,697988001,Soft stool specimen (specimen),Soft stool specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608969007,Specimen from skin (specimen),Specimen from skin,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608870009,Specimen from female genital tract (specimen),Specimen from female genital tract,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608868000,Specimen from endocrine gland (specimen),Specimen from endocrine gland,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608860007,Specimen from perivesical tissue (specimen),Specimen from perivesical tissue,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608858005,Specimen from periureteral tissue (specimen),Specimen from periureteral tissue,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608856009,Specimen from perirenal tissue (specimen),Specimen from perirenal tissue,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608852006,Specimen from nervous system (specimen),Specimen from nervous system,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608842007,Specimen from upper gastrointestinal tract (specimen),Specimen from upper gastrointestinal tract,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,608840004,Specimen from lower gastrointestinal tract (specimen),Specimen from lower gastrointestinal tract,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,4871000124101,Whey specimen (specimen),Whey specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,4861000124108,Baby food specimen (specimen),Baby food specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,4851000124106,Sand specimen (specimen),Sand specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,48469005,Cytologic material (specimen),Cytologic material,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,4841000124109,Seafood specimen (specimen),Seafood specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473433009,Protected specimen brush submitted as specimen (specimen),Protected specimen brush submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473432004,Settle culture plate submitted as specimen (specimen),Settle culture plate submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473417006,Cardiac pacemaker lead submitted as specimen (specimen),Cardiac pacemaker lead submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473416002,Nephrostomy tube submitted as specimen (specimen),Nephrostomy tube submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473415003,Intrauterine contraceptive device submitted as specimen (specimen),Intrauterine contraceptive device submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473414004,Intracranial pressure catheter submitted as specimen (specimen),Intracranial pressure catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473413005,Central venous catheter from internal jugular vein submitted as specimen (specimen),Central venous catheter from internal jugular vein submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473412000,Endotracheal tube submitted as specimen (specimen),Endotracheal tube submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473411007,External ventricular drain tip submitted as specimen (specimen),External ventricular drain tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473410008,Peripheral vascular catheter submitted as specimen (specimen),Peripheral vascular catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473409003,Central venous catheter submitted as specimen (specimen),Central venous catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473408006,Umbilical artery catheter submitted as specimen (specimen),Umbilical artery catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473407001,Peripherally inserted central catheter submitted as specimen (specimen),Peripherally inserted central catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473406005,Shunt submitted as specimen (specimen),Shunt submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473405009,Cerebrospinal fluid specimen obtained from Rickham reservoir (specimen),Cerebrospinal fluid specimen obtained from Rickham reservoir,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473404008,Rickham reservoir submitted as specimen (specimen),Rickham reservoir submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473403002,Percutaneous nephrostomy tube tip submitted as specimen (specimen),Percutaneous nephrostomy tube tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473401000,Cotton wool ball submitted as specimen (specimen),Cotton wool ball submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473400004,Swab from tooth (specimen),Swab from tooth,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,473399006,Swab from Tenckhoff catheter exit site (specimen),Swab from Tenckhoff catheter exit site,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472944004,Peritoneal catheter submitted as specimen (specimen),Peritoneal catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472943005,Heyer-Pudenz valve submitted as specimen (specimen),Heyer-Pudenz valve submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472942000,Ventriculoperitoneal shunt submitted as specimen (specimen),Ventriculoperitoneal shunt submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472941007,Intracranial ventricular catheter tip submitted as specimen (specimen),Intracranial ventricular catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472940008,Intracranial ventricular catheter submitted as specimen (specimen),Intracranial ventricular catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472939006,Tracheostomy tube submitted as specimen (specimen),Tracheostomy tube submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472938003,Tracheal tube submitted as specimen (specimen),Tracheal tube submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472937008,Double J stent submitted as specimen (specimen),Double J stent submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472936004,Tenckhoff catheter tip submitted as specimen (specimen),Tenckhoff catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472935000,Central venous catheter tip from subclavian vein submitted as specimen (specimen),Central venous catheter tip from subclavian vein submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472934001,Stent submitted as specimen (specimen),Stent submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472933007,Shunt tip submitted as specimen (specimen),Shunt tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472932002,Vascular catheter submitted as specimen (specimen),Vascular catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472931009,Arterial line tip submitted as specimen (specimen),Arterial line tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472930005,Bottle submitted as specimen (specimen),Bottle submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472929000,Central venous catheter tip submitted as specimen (specimen),Central venous catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472928008,Umbilical artery catheter tip submitted as specimen (specimen),Umbilical artery catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472927003,Contact lens case submitted as specimen (specimen),Contact lens case submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472926007,Chest tube tip submitted as specimen (specimen),Chest tube tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472925006,Umbilical vein catheter tip submitted as specimen (specimen),Umbilical vein catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472924005,Pulmonary artery flotation catheter tip submitted as specimen (specimen),Pulmonary artery flotation catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472923004,Peripheral vascular catheter tip submitted as specimen (specimen),Peripheral vascular catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472922009,Intracranial catheter submitted as specimen (specimen),Intracranial catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472921002,Umbilical catheter tip submitted as specimen (specimen),Umbilical catheter tip submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472920001,Umbilical catheter submitted as specimen (specimen),Umbilical catheter submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472919007,Device submitted as specimen (specimen),Device submitted as specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472918004,Substance specimen obtained from device (specimen),Substance specimen obtained from device,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472904006,Swab from abdomen (specimen),Swab from abdomen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472903000,Swab from central venous catheter (specimen),Swab from central venous catheter,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472902005,Swab from chest tube insertion site (specimen),Swab from chest tube insertion site,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472901003,Swab from nasal sinus (specimen),Swab from nasal sinus,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472900002,Swab from gingiva (specimen),Swab from gingiva,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472899007,Swab from vaginal introitus (specimen),Swab from vaginal introitus,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472898004,Swab from hand (specimen),Swab from hand,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472897009,Swab from hip region (specimen),Swab from hip region,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472896000,Swab from blister (specimen),Swab from blister,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472895001,Swab from buttock (specimen),Swab from buttock,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472894002,Swab from cornea (specimen),Swab from cornea,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472893008,Swab from abscess of brain (specimen),Swab from abscess of brain,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472892003,Swab from digit of hand (specimen),Swab from digit of hand,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472891005,Swab from lip (specimen),Swab from lip,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472890006,Swab from appendix (specimen),Swab from appendix,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472889002,Swab from pelvis (specimen),Swab from pelvis,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472888005,Swab from larynx (specimen),Swab from larynx,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472887000,Swab from labia (specimen),Swab from labia,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472886009,Swab from gastrostomy stoma (specimen),Swab from gastrostomy stoma,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472885008,Swab from pressure ulcer (specimen),Swab from pressure ulcer,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472884007,Swab from deep wound (specimen),Swab from deep wound,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472883001,Swab from surgical wound (specimen),Swab from surgical wound,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472882006,Swab from superficial wound (specimen),Swab from superficial wound,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472881004,Swab from pharynx (specimen),Swab from pharynx,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472880003,Swab from catheter (specimen),Swab from catheter,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472879001,Swab from placenta (specimen),Swab from placenta,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472878009,Swab from Bartholin gland (specimen),Swab from Bartholin gland,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472877004,Swab from esophagus (specimen),Swab from esophagus,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472876008,Swab from Bartholin cyst (specimen),Swab from Bartholin cyst,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472875007,Swab from vesicle (specimen),Swab from vesicle,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472874006,Swab from uterus (specimen),Swab from uterus,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472873000,Swab from urethral meatus (specimen),Swab from urethral meatus,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472872005,Swab from ultrasonic nebulizer (specimen),Swab from ultrasonic nebulizer,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472871003,Swab from ulcer (specimen),Swab from ulcer,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472870002,Swab from tracheostomy wound (specimen),Swab from tracheostomy wound,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472869003,Swab from pericardial sac structure (specimen),Swab from pericardial sac structure,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472868006,Swab from peritoneal cavity structure (specimen),Swab from peritoneal cavity structure,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472867001,Swab from tonsil (specimen),Swab from tonsil,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472866005,Swab from tongue (specimen),Swab from tongue,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472865009,Swab from toe (specimen),Swab from toe,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472864008,Swab from lower limb (specimen),Swab from lower limb,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472863002,Swab from lower leg (specimen),Swab from lower leg,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472862007,Swab from lesion of skin (specimen),Swab from lesion of skin,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,472861000,Swab from testicle (specimen),Swab from testicle,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454981000124106,Fluid specimen from pelvis (specimen),Fluid specimen from pelvis,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454971000124108,Swab from forearm (specimen),Swab from forearm,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454961000124101,Swab from upper arm (specimen),Swab from upper arm,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454951000124103,Swab from head (specimen),Swab from head,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454941000124100,Swab from foot (specimen),Swab from foot,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454931000124105,Swab from shoulder region (specimen),Swab from shoulder region,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454921000124107,Swab from knee region (specimen),Swab from knee region,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454911000124104,Swab from face (specimen),Swab from face,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454901000124102,Swab from eyelid (specimen),Swab from eyelid,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454891000124101,Swab from scalp (specimen),Swab from scalp,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454881000124104,Swab from heel (specimen),Swab from heel,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,454871000124102,Swab from upper limb (specimen),Swab from upper limb,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,451091000124107,Pre-partum vaginal blood specimen (specimen),Pre-partum vaginal blood specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,450872001,Specimen from urinary bladder (specimen),Specimen from urinary bladder,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,449446003,Specimen from gallbladder (specimen),Specimen from gallbladder,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,448789008,Nucleic acid specimen (specimen),Nucleic acid specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447955000,Specimen from rectum (specimen),Specimen from rectum,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447881000,Specimen from biliary system (specimen),Specimen from biliary system,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447589008,Urine specimen obtained by single catheterization of bladder (specimen),Urine specimen obtained by single catheterization of bladder,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447488002,Suprapubic urine specimen (specimen),Suprapubic urine specimen,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447407009,Specimen from necrotic tissue (specimen),Specimen from necrotic tissue,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447403008,Tissue specimen from donor corneal rim (specimen),Tissue specimen from donor corneal rim,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447392008,Specimen from vagina obtained by aspiration (specimen),Specimen from vagina obtained by aspiration,SCT,ad-113,Specimen_type,av-157,Coded specimen type
SPM-4.1,447391001,Specimen from pharynx obtained by aspiration (specimen),Specimen from pharynx obtained by aspiration,SCT,ad-113,Specimen_type,av-157,Coded specimen type
